city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms,numOfStories,numOfSchools,predicted_prices_nn
austin,7500 Islander Dr,78749,30.21543312,-97.84905243,1.98,0,True,False,True,False,False,Single Family,1981,349000,2,0,3,0,3,1,0,0,0,7579.0,2003,4.666666667,2.0,3,1,3,383378.25
austin,6201 Abilene Trl,78749,30.21410942,-97.87534332,1.98,0,True,False,True,False,False,Single Family,1992,375000,2,0,3,1,0,0,0,0,0,7579.0,1706,8.0,2.0,3,1,3,408836.22
austin,4706 Saloma Pl,78749,30.21039772,-97.85317993,1.98,2,True,True,True,True,False,Single Family,1986,355000,2,0,4,2,3,0,0,0,0,10890.0,1495,4.666666667,3.0,3,2,3,309524.7
austin,7125 Gentle Oak Dr,78749,30.22779655,-97.86815643,1.98,2,True,True,True,True,False,Single Family,1995,420000,2,0,7,2,0,1,0,1,0,8537.0,2088,6.0,2.0,3,1,3,392032.62
austin,8612 Ganttcrest Dr,78749,30.20951462,-97.86943054,1.98,0,True,False,True,False,False,Single Family,1998,399900,3,0,3,1,0,0,0,0,0,8668.0,1909,8.0,2.0,4,1,3,392524.2
austin,7302 John Blocker Dr,78749,30.22427177,-97.86370087,1.98,0,True,False,True,False,False,Single Family,1988,385000,2,0,0,1,0,0,0,0,0,6534.0,1796,6.0,3.0,3,2,3,334853.53
austin,6500 Clay Allison Pass,78749,30.21850586,-97.87696075,1.98,6,True,True,True,False,False,Single Family,1995,449000,3,0,8,4,1,2,0,0,0,7100.0,2362,8.0,3.0,4,2,3,500904.2
austin,8608 Ganttcrest Dr,78749,30.20985413,-97.86922455,1.98,0,True,False,True,True,False,Single Family,1997,385000,3,0,2,1,0,0,0,0,0,8537.0,1654,8.0,2.0,3,1,3,415717.53
austin,6602 Oasis Dr,78749,30.22041321,-97.87540436,1.98,2,True,True,True,False,False,Single Family,1993,375000,1,0,2,2,1,1,0,0,0,6446.0,1804,8.0,2.0,3,1,3,435227.28
austin,5309 Beckett Cir,78749,30.22226143,-97.85606384,1.98,0,True,False,True,False,False,Single Family,1983,379500,1,0,3,1,0,0,0,0,0,10585.0,1739,6.0,2.0,3,1,3,364990.3
austin,6436 Clay Allison Pass,78749,30.21838379,-97.87665558,1.98,2,True,True,True,False,False,Single Family,1995,389000,1,0,3,2,2,2,0,1,0,7405.0,1658,8.0,2.0,3,1,3,426415.2
austin,7218 John Blocker Dr,78749,30.22444344,-97.86319733,1.98,2,True,True,True,False,False,Single Family,1988,385000,2,0,2,2,0,0,0,0,0,7405.0,1911,6.0,3.0,3,2,3,331713.03
austin,6303 Sam Maverick Pass,78749,30.22065353,-97.87545013,1.98,0,True,False,True,False,False,Single Family,1993,359900,13,0,6,1,3,3,0,2,0,5749.0,2180,8.0,3.0,4,2,3,315316.16
austin,7016 Gentle Oak Dr,78749,30.22924614,-97.86766815,1.98,2,True,True,True,False,False,Single Family,1998,297900,1,0,3,2,0,0,0,0,0,7143.0,2153,6.0,2.0,4,1,3,366157.94
austin,8003 Cutler Ridge Pl,78749,30.21719551,-97.86850739,1.98,2,True,True,True,False,False,Single Family,1986,345000,5,0,3,2,0,0,0,1,0,6926.0,1498,8.0,2.0,4,1,3,296656.75
austin,8003 Siringo Pass,78749,30.22058105,-97.87612152,1.98,2,True,True,True,False,False,Single Family,1993,272000,3,0,4,2,2,2,0,1,0,6403.0,1684,8.0,2.0,3,1,3,405321.94
austin,5717 Fitchwood Ln,78749,30.21086121,-97.87032318,1.98,2,True,True,True,False,False,Single Family,1997,389000,4,0,3,2,0,0,0,0,0,7039.0,2045,8.0,2.0,4,1,3,385587.4
austin,6708 Oasis Dr,78749,30.21820259,-97.87561798,1.98,0,True,False,True,False,False,Single Family,1995,374900,1,0,4,1,0,0,0,0,0,5880.0,2267,8.0,3.0,4,2,3,421574.3
austin,8005 Siringo Pass,78749,30.22044373,-97.8762207,1.98,2,True,True,True,False,False,Single Family,1993,465000,3,0,2,2,1,2,0,2,0,7405.0,2328,8.0,3.0,3,2,3,440542.88
austin,7609 Islander Dr,78749,30.21345711,-97.84783173,1.98,2,True,True,True,False,True,Single Family,1982,349900,2,2,3,2,3,0,0,0,0,20473.2,1594,4.666666667,2.0,3,1,3,301010.6
austin,7814 Cheno Cortina Trl,78749,30.22141457,-97.87431335,1.98,0,True,False,True,False,False,Single Family,1997,400000,1,0,3,1,0,0,0,0,0,7056.0,1681,8.0,2.0,3,1,3,413424.22
austin,7301 Beckett Rd,78749,30.22086906,-97.85720062,1.98,2,True,True,True,False,False,Single Family,1978,265000,6,0,4,2,2,1,0,1,0,9452.0,1760,6.0,3.0,3,2,3,293058.38
austin,5917 Shanghai Pierce Rd,78749,30.22427177,-97.86444092,1.98,2,True,True,True,False,False,Single Family,1988,380000,3,0,4,2,2,3,0,0,0,7056.0,1880,6.0,3.0,4,2,3,317048.12
austin,5224 Mc Carty Ln #A,78749,30.22668839,-97.85169983,1.98,0,True,False,True,False,False,Condo,2006,364500,2,0,4,1,0,0,0,0,0,13939.2,2667,6.0,3.0,3,2,3,438762.2
austin,5912 Pecanwood Ln,78749,30.21161079,-97.87232971,1.98,0,True,False,True,False,True,Single Family,1998,425000,2,0,5,1,0,0,0,0,0,10236.0,2297,8.0,2.0,4,1,3,446926.8
austin,5910 Pecanwood Ln,78749,30.21142578,-97.87224579,1.98,2,True,True,True,False,False,Single Family,1997,400000,1,0,3,2,1,0,0,0,0,7579.0,1810,8.0,2.0,3,1,3,435735.3
austin,8006 Cutler Ridge Pl,78749,30.21713257,-97.86920929,1.98,0,True,False,True,False,False,Single Family,1991,375000,2,0,3,1,0,0,0,0,0,6926.0,1936,8.0,3.0,3,2,3,406187.38
austin,5210 Dry Wells Rd,78749,30.22140884,-97.85490417,1.98,2,True,True,True,False,False,Single Family,1984,450000,1,0,2,2,2,0,0,0,0,8973.0,1902,6.0,2.0,3,1,3,402486.62
austin,6216 Jumano Ln,78749,30.22854233,-97.86630249,1.98,2,True,True,True,False,False,Single Family,1997,475000,1,0,4,2,4,1,0,0,0,10454.0,2402,6.0,3.0,5,1,3,495794.44
austin,8205 Siringo Pass,78749,30.21895409,-97.87714386,1.98,0,True,False,True,False,False,Single Family,1995,359000,1,0,4,1,0,0,0,0,0,5793.0,1524,8.0,2.0,3,1,3,393217.62
austin,101 Virtus Bnd,78748,30.17806053,-97.78838348,1.98,1,False,True,True,False,False,Single Family,2018,379900,1,0,2,2,1,1,0,0,0,6895.0,1796,3.333333333,3.0,4,2,3,224499.69
austin,4614 Convict Hill Rd,78749,30.21798325,-97.8469696,1.98,6,True,True,True,False,True,Single Family,1999,549950,10,0,8,3,1,2,0,0,0,25264.8,4060,6.0,4.0,5,2,3,702364.8
austin,900 Sleepy Dell Ln,78748,30.17212486,-97.80856323,1.98,2,True,True,True,False,False,Single Family,2016,324900,9,0,6,2,2,0,0,0,0,5554.0,2072,3.333333333,3.0,3,2,3,268546.0
austin,5902 Pecanwood Ln,78749,30.21082878,-97.8718338,1.98,2,True,True,True,False,False,Single Family,1998,500000,1,0,2,2,2,0,0,1,0,7579.0,3017,8.0,3.0,4,2,3,541982.56
austin,10200 English Oak Dr,78748,30.15670967,-97.80129242,1.98,0,True,False,True,False,True,Single Family,2007,474500,3,0,2,1,1,1,0,1,0,10018.0,5357,3.333333333,4.0,5,2,3,844693.3
austin,4602 Tobago Cv,78749,30.21074104,-97.85178375,1.98,2,True,True,True,False,False,Single Family,1986,325000,2,0,5,2,1,0,0,0,0,6446.0,1446,4.666666667,3.0,3,2,3,254195.77
austin,9925 Milla Cir #62,78748,30.16193199,-97.79789734,1.98,1,True,True,True,False,False,Single Family,2013,275000,1,0,4,2,1,3,0,1,0,6011.0,1485,3.333333333,2.0,2,1,3,322900.2
austin,7905 Siringo Pass,78749,30.22191048,-97.87536621,1.98,2,True,True,True,False,False,Single Family,1997,399900,3,0,3,2,3,2,0,0,0,5967.0,1780,8.0,3.0,3,2,3,412621.25
austin,4413 Clarno Dr,78749,30.21151161,-97.84802246,1.98,2,True,True,True,False,True,Single Family,1983,187500,6,0,4,2,0,0,0,0,0,5967.0,1910,4.666666667,3.0,3,2,3,255239.8
austin,8730 Birmingham Dr,78748,30.17885971,-97.80684662,1.98,0,True,False,True,False,False,Single Family,1984,275000,1,0,2,2,0,0,0,0,0,6098.0,1335,3.333333333,1.0,1,1,3,296883.44
austin,9504 Alex Ln,78748,30.16650391,-97.79984283,1.98,0,True,False,True,False,False,Single Family,2019,376290,2,0,4,0,1,2,0,1,0,6534.0,2219,3.333333333,3.0,3,2,3,322717.56
austin,4415 Clarno Dr,78749,30.21153831,-97.84817505,1.98,2,True,True,True,False,False,Single Family,1983,174900,4,0,4,2,0,0,0,0,0,6098.0,1498,4.666666667,2.0,3,2,3,177070.72
austin,10228 English Oak Dr,78748,30.15583038,-97.8012619,1.98,0,True,False,True,False,False,Single Family,2012,425000,1,0,4,1,0,0,0,0,0,7405.0,4079,3.333333333,3.0,4,2,3,505603.1
austin,8101 Bounty Trl,78749,30.21697617,-97.86969757,1.98,2,True,True,True,False,False,Single Family,1988,415000,2,0,4,2,2,0,0,0,0,7013.0,2017,8.0,2.0,3,1,3,462579.3
austin,10105 Anahuac Trl,78747,30.15436363,-97.78804016,1.98,2,True,True,True,False,False,Single Family,2006,289900,2,0,3,2,0,0,0,0,0,5749.0,1708,5.333333333,2.0,3,1,3,238936.69
austin,908 Sweetwater River Dr,78748,30.16391563,-97.81591797,1.98,2,True,True,True,False,False,Single Family,1986,300000,1,0,6,2,1,1,0,0,0,8407.0,1256,3.333333333,2.0,3,1,3,288251.66
austin,5806 Pecanwood Ln,78749,30.21000481,-97.87117004,1.98,2,True,True,True,False,False,Single Family,1999,485000,1,0,4,2,3,3,0,1,0,6838.0,2794,8.0,3.0,4,2,3,543634.2
austin,9325 Bentley Garner Ln,78748,30.16705322,-97.79745483,1.98,0,True,False,True,False,False,Single Family,2013,340000,1,0,3,1,0,0,0,0,0,5706.0,2170,3.333333333,3.0,4,2,3,298469.66
austin,8105 Billy Bonney Ct,78749,30.2193985,-97.87585449,1.98,0,True,False,True,False,True,Single Family,1994,449900,2,0,3,1,0,0,0,0,0,7013.0,2932,8.0,3.0,5,2,3,463124.6
austin,9308 Bentley Garner Ln,78748,30.16772461,-97.79767609,1.98,4,True,True,True,False,False,Single Family,2014,470000,1,0,8,2,3,3,0,0,0,5662.0,2364,3.333333333,3.0,4,2,3,413685.06
austin,5708 Pecanwood Ln,78749,30.20928574,-97.87062836,1.98,0,True,False,True,False,False,Single Family,1999,499900,4,0,4,1,2,3,0,0,0,7187.0,3332,8.0,4.0,5,2,3,626064.56
austin,9121 Vigen Cir,78748,30.16835022,-97.7929306,1.98,0,True,False,True,False,True,Single Family,1995,257900,1,0,4,1,0,0,0,0,0,5445.0,1711,3.333333333,3.0,4,2,3,268928.06
austin,4515 Clarno Dr,78749,30.21138382,-97.84947205,1.98,0,True,False,True,False,False,Single Family,1983,274500,2,0,4,1,0,0,0,0,0,6534.0,1238,4.666666667,2.0,3,1,3,261871.4
austin,5007 Desert Oak Cir,78749,30.21955109,-97.85222626,1.98,2,True,True,True,False,True,Single Family,1979,450000,2,0,4,2,3,0,0,0,0,9496.0,2105,6.0,2.0,4,1,3,395140.8
austin,9125 Vigen Cir,78748,30.16820335,-97.79288483,1.98,0,True,False,True,False,True,Single Family,1995,280000,2,0,2,1,0,0,0,0,0,4356.0,1436,3.333333333,3.0,3,2,3,259309.78
austin,9205 Vigen Cir,78748,30.16815186,-97.7936554,1.98,0,True,False,True,False,False,Single Family,1995,154999,6,0,3,1,0,0,0,0,0,6316.0,1436,3.333333333,3.0,3,2,3,221946.27
austin,7705 Copano Dr,78749,30.2136631,-97.85031128,1.98,0,True,False,True,False,False,Single Family,1982,289900,1,0,3,1,0,0,0,0,0,7448.0,1312,4.666666667,2.0,3,1,3,281457.28
austin,8770 Birmingham Dr,78748,30.17802048,-97.80363464,1.98,2,True,True,True,False,False,Single Family,1984,165000,6,0,3,2,0,0,0,0,0,7623.0,1563,3.333333333,3.0,3,2,3,233958.48
austin,2113 Petrified Forest Dr,78747,30.15484428,-97.78574371,1.98,0,True,False,True,False,False,Single Family,2005,295000,2,0,5,1,0,0,0,0,0,5488.0,1609,5.333333333,2.0,3,1,3,236266.7
austin,5807 Convict Hill Rd,78749,30.22331047,-97.86421204,1.98,2,True,True,True,False,False,Single Family,1983,224850,7,0,6,2,0,0,0,0,0,9147.0,1700,6.0,2.0,3,1,3,279712.9
austin,10032 Milla Cir,78748,30.16231346,-97.79695892,1.98,2,True,True,True,False,True,Single Family,2013,270000,2,0,4,2,3,2,0,1,0,6098.0,1485,3.333333333,2.0,2,1,3,344651.44
austin,8766 Birmingham Dr,78748,30.17810822,-97.8039856,1.98,2,True,True,True,False,False,Single Family,1984,325000,2,0,4,2,2,1,0,0,0,5967.0,1110,3.333333333,2.0,3,1,3,277024.0
austin,5707 Marchmont Ln,78749,30.20947075,-97.87029266,1.98,2,True,True,True,False,False,Single Family,1999,455000,3,0,3,2,1,1,0,0,0,7719.0,2041,8.0,3.0,3,2,3,418537.75
austin,705 Minturn Ln,78748,30.17647934,-97.80094147,1.98,2,True,True,True,False,True,Single Family,1992,393000,4,0,8,2,0,0,0,0,0,5749.0,1447,3.333333333,2.0,3,1,3,252868.52
austin,7101 Bending Oak Rd,78749,30.22951126,-97.86895752,1.98,2,True,True,True,False,False,Single Family,1996,459900,2,0,7,2,0,0,0,0,0,7143.0,2933,6.0,3.0,4,2,3,419669.16
austin,10024 Anahuac Trl,78747,30.15512657,-97.78845978,1.98,0,True,False,True,False,False,Single Family,2007,284400,3,0,1,1,1,1,0,1,0,6141.0,1708,5.333333333,2.0,3,1,3,248017.05
austin,10500 Thoroughbred Dr,78748,30.15363884,-97.80473328,1.98,0,True,False,True,False,False,Single Family,2003,215000,14,0,4,1,0,0,0,0,0,9147.0,2842,3.666666667,4.0,4,2,3,321761.44
austin,7113 Bending Oak Rd,78749,30.2289753,-97.86921692,1.98,0,True,False,True,False,False,Single Family,1995,449997,1,0,4,1,0,0,0,0,0,7143.0,3241,6.0,3.0,4,2,3,485894.34
austin,1900 Petrified Forest Dr,78747,30.15611649,-97.78749084,1.98,4,True,True,True,False,True,Single Family,2007,242000,6,0,8,3,0,0,0,0,0,7148.0,1708,5.333333333,2.0,3,1,3,240541.4
austin,7100 Squirrel Oak Cir,78749,30.22054482,-97.8499527,1.98,2,True,True,True,False,True,Single Family,1979,432400,4,0,2,2,0,2,0,1,0,9931.0,1907,6.0,2.0,3,1,3,340442.62
austin,9420 Bentley Garner Ln,78748,30.16653824,-97.79830933,1.98,2,True,True,True,False,True,Single Family,2013,379500,1,0,3,2,1,4,0,1,0,6795.0,2138,3.333333333,3.0,4,2,3,349871.8
austin,8925 Vigen Cir,78748,30.171199800000004,-97.79259491,1.98,0,True,False,True,False,False,Single Family,1995,245000,3,0,3,1,0,0,0,0,0,6098.0,1267,3.333333333,2.0,3,1,3,249449.84
austin,7702 Copperas Dr,78749,30.21314621,-97.85076904,1.98,0,True,False,True,False,False,Single Family,1982,264000,1,0,1,1,0,0,0,0,0,6534.0,1312,4.666666667,2.0,3,1,3,285515.28
austin,9716 Alex Ln,78748,30.16423988,-97.80029297,1.98,2,True,True,True,False,False,Single Family,2012,245270,5,0,1,2,1,1,0,0,0,5662.0,1992,3.333333333,2.0,4,1,3,279945.44
austin,5806 Abilene Trl,78749,30.22208977,-97.8642807,1.98,0,True,False,True,False,False,Single Family,1983,345000,1,0,5,1,0,0,0,0,0,8232.0,1558,6.0,2.0,3,1,3,338720.7
austin,709 Maltese Cross Dr,78748,30.15526009,-97.81475067,1.98,0,True,False,True,False,False,Single Family,1989,249500,1,0,3,1,0,0,0,0,0,5140.0,1291,3.333333333,3.0,3,2,3,256846.52
austin,725 Minturn Ln,78748,30.17690086,-97.80249023,1.98,0,True,False,True,False,False,Single Family,1994,335000,2,0,2,1,1,0,0,0,0,5749.0,1448,3.333333333,2.0,3,1,3,276318.78
austin,7700 Copperas Dr,78749,30.21319389,-97.8506012,1.98,0,True,False,True,False,False,Single Family,1982,352900,5,0,2,3,0,0,0,0,0,8276.0,1524,4.666666667,2.5,3,2,3,231731.28
austin,1008 Totis Rd,78748,30.17160416,-97.8086853,1.98,2,True,True,True,False,False,Single Family,2017,346932,7,0,4,2,2,3,0,1,0,6098.0,2035,3.333333333,3.0,3,2,3,298377.6
austin,8217 Cheno Cortina Trl,78749,30.21777153,-97.87448883,1.98,0,True,False,True,False,False,Single Family,1994,450000,5,0,3,1,2,1,0,1,0,7501.0,3109,8.0,3.0,5,2,3,479761.97
austin,715 Maltese Cross Dr,78748,30.15546227,-97.81513977,1.98,2,True,True,True,False,False,Single Family,1989,255000,6,0,1,3,0,0,0,0,0,5009.0,1599,3.333333333,3.0,3,2,3,253729.94
austin,7910 Copano Dr,78749,30.21002579,-97.84941864,1.98,4,True,True,True,False,False,Single Family,1984,194900,6,0,2,2,0,0,0,0,0,5793.0,1573,4.666666667,2.0,3,2,3,184133.03
austin,729 Minturn Ln,78748,30.17697906,-97.80278778,1.98,2,True,True,True,False,False,Single Family,1994,374900,2,0,4,2,1,3,0,1,0,5967.0,1664,3.333333333,2.0,3,1,3,313382.75
austin,7604 Orrick Dr,78749,30.22486305,-97.87387848,1.98,0,True,False,True,False,True,Single Family,1993,480000,4,0,2,1,0,0,0,0,0,6838.0,2942,6.0,3.0,4,2,3,417582.34
austin,9904 Milla Cir #33,78748,30.16190147,-97.79868317,1.98,2,True,True,True,True,False,Single Family,2013,375000,2,0,4,2,2,2,0,0,0,6054.0,2268,3.333333333,3.0,4,2,3,370017.66
austin,4608 Clarno Dr,78749,30.21149826,-97.8507843,1.98,0,True,False,True,False,False,Single Family,1987,289900,1,0,1,1,0,0,0,0,0,12632.4,1543,4.666666667,3.0,3,2,3,282256.6
austin,9005 Vigen Cir,78748,30.17059708,-97.79214478,1.98,0,True,False,True,False,True,Single Family,1995,289900,1,0,7,1,1,1,0,1,0,5227.0,1566,3.333333333,3.0,3,2,3,287299.53
austin,7902 Copano Dr,78749,30.21052933,-97.849617,1.98,2,True,True,True,False,False,Single Family,1984,290000,1,0,2,2,1,1,0,0,0,5793.0,1296,4.666666667,2.0,3,1,3,283701.8
austin,735 Minturn Ln,78748,30.17710495,-97.8032608,1.98,0,True,False,True,False,False,Single Family,1993,97500,1,0,0,1,0,0,0,0,0,6098.0,1398,3.333333333,3.0,1,1,3,355855.25
austin,6900 Robert Dixon Dr,78749,30.22405243,-97.85221863,1.98,0,True,False,True,False,False,Single Family,1999,575000,6,0,4,1,0,0,0,0,0,10018.0,3030,6.0,3.0,4,2,3,408087.6
austin,8731 Birmingham Dr,78748,30.17930794,-97.8066864,1.98,2,True,True,True,False,False,Single Family,1984,245000,5,0,2,2,0,0,0,0,0,6054.0,1379,3.333333333,2.0,2,1,3,269825.44
austin,7810 Copano Dr,78749,30.21117973,-97.84988403,1.98,0,True,False,True,False,False,Single Family,1984,259990,7,0,4,2,0,0,0,0,0,8712.0,1827,4.666666667,2.0,3,1,3,293332.25
austin,313 Jack Ryan Ln,78748,30.16506386,-97.79717255,1.98,0,True,False,True,False,False,Single Family,2012,355000,3,0,3,1,0,0,0,0,0,5924.0,2372,3.333333333,3.0,3,2,3,321566.56
austin,5806 Blanco River Pass,78749,30.21491241,-97.86917877,1.98,2,True,True,True,False,False,Single Family,1992,309000,6,0,4,2,2,0,0,1,0,7884.0,2128,8.0,3.0,3,1,3,491512.6
austin,7909 Vivid Sky Ln,78748,30.17911148,-97.78771973,1.98,0,True,False,True,False,False,Single Family,2018,337500,1,0,4,1,0,2,0,0,0,6534.0,1551,3.333333333,3.0,2,2,3,284395.12
austin,5804 Wagon Train Rd,78749,30.22052002,-97.8645401,1.98,2,True,True,True,False,False,Single Family,1986,450000,2,0,4,2,0,0,0,0,0,6664.0,2317,6.0,3.0,3,2,3,381522.8
austin,8735 Birmingham Dr,78748,30.17922783,-97.80638123,1.98,0,True,False,True,False,False,Single Family,1984,285000,2,0,2,1,0,0,0,0,0,6011.0,1217,3.333333333,2.0,3,1,3,257985.69
austin,5807 Pecanwood Ln,78749,30.20970154,-97.87153625,1.98,2,True,True,True,False,False,Single Family,1998,264900,6,0,4,2,3,1,0,1,0,8407.0,2308,8.0,2.0,4,1,3,436999.16
austin,9524 Hunter Ln,78748,30.16590691,-97.8006897,1.98,2,True,True,True,False,False,Single Family,2016,385000,3,0,4,2,1,3,0,1,0,4922.0,2351,3.333333333,3.0,4,2,3,335002.12
austin,6701 Oasis Dr,78749,30.21847534,-97.87514496,1.98,2,True,True,True,False,False,Single Family,1995,418000,3,0,5,2,0,0,0,0,0,6098.0,2270,8.0,3.0,4,2,3,386932.97
austin,7914 Siringo Pass,78749,30.221838,-97.87606812,1.98,4,True,True,True,True,False,Single Family,1993,439000,1,0,4,2,4,3,0,0,0,6969.0,1659,8.0,2.0,3,1,3,509181.8
austin,8903 Palace Pkwy,78748,30.17647743,-97.80438995,1.98,0,True,False,True,False,False,Single Family,1986,255000,4,0,2,1,0,0,0,0,0,5140.0,1086,3.333333333,2.0,3,1,3,234106.27
austin,8506 Ruddington Dr,78748,30.17938805,-97.80130005,1.98,1,True,True,True,False,False,Single Family,1982,195000,2,0,6,2,0,1,0,1,0,8537.0,892,3.333333333,1.0,2,1,3,225783.64
austin,10800 Arikara River Dr,78748,30.15479279,-97.81600952,1.98,0,True,False,True,False,False,Single Family,1987,210000,2,0,4,1,0,0,0,0,0,8494.0,1177,3.333333333,2.0,3,2,3,213464.12
austin,7912 Siringo Pass,78749,30.2219696,-97.87598419,1.98,0,True,False,True,False,False,Single Family,1993,399000,2,0,3,1,0,0,0,0,0,6882.0,2786,8.0,2.5,4,2,3,446181.5
austin,9001 Palace Pkwy,78748,30.17601585,-97.80500031,1.98,0,True,False,True,False,False,Single Family,1986,225000,4,0,3,1,0,0,0,0,0,5227.0,1201,3.333333333,2.0,3,1,3,240547.45
austin,6102 Smith Oak Trl,78749,30.23282814,-97.84900665,1.98,2,True,True,True,False,False,Single Family,1979,555000,2,0,2,2,0,0,0,0,0,8755.0,2348,6.0,3.0,4,2,3,350140.56
austin,9105 Vigen Cir,78748,30.16883659,-97.79279327,1.98,0,True,False,True,False,False,Single Family,1995,230000,5,0,3,1,0,0,0,0,0,5357.0,1476,3.333333333,3.0,3,2,3,232170.64
austin,10700 Arikara River Dr,78748,30.15568542,-97.81544495,1.98,2,True,True,True,False,False,Single Family,1987,290000,1,0,3,2,1,0,0,0,0,4569.0,1117,3.333333333,2.0,3,1,3,278298.7
austin,5815 Pecanwood Ln,78749,30.21023941,-97.87202454,1.98,2,True,True,True,False,False,Single Family,1998,425000,2,0,4,2,0,0,0,1,0,8624.0,2174,8.0,3.0,3,2,3,418375.53
austin,7606 Hawkeye Dr,78749,30.22110748,-97.86431122,1.98,0,True,False,True,False,False,Single Family,1986,375000,5,0,4,1,0,0,0,0,0,7448.0,2314,6.0,3.0,4,2,3,327310.6
austin,10713 Watchful Fox Dr,78748,30.15557289,-97.81590271,1.98,2,True,True,True,False,False,Single Family,1992,293000,3,0,5,2,1,0,0,0,0,5967.0,1501,3.333333333,2.0,3,1,3,286607.28
austin,5807 Brown Rock Trl,78749,30.21524429,-97.8690033,1.98,2,True,True,True,False,False,Single Family,1992,475000,4,0,4,2,3,1,0,1,0,8276.0,1745,8.0,2.0,3,1,3,417156.88
austin,8906 Texas Oaks Dr,78748,30.18015862,-97.81302643,1.98,2,True,True,True,False,False,Single Family,1982,424900,2,0,4,2,2,0,0,0,0,7797.0,1663,3.333333333,2.0,3,1,3,314116.66
austin,8338 Doe Meadow Dr,78749,30.21521759,-97.87179565,1.98,2,True,True,True,False,False,Single Family,1990,319900,13,0,4,2,0,0,0,0,0,7884.0,1896,8.0,2.0,4,1,3,270585.4
austin,8208 Beaver Brook Ln,78748,30.17966843,-97.79412842,1.98,0,True,False,True,False,False,Single Family,1977,250000,2,0,4,0,1,1,0,0,0,6926.0,1661,3.333333333,2.0,5,1,3,254463.31
austin,7502 Ladle Ln,78749,30.22117043,-97.86325073,1.98,2,True,True,True,False,False,Single Family,1983,235000,7,0,7,2,0,0,0,0,0,8407.0,2116,6.0,3.0,3,2,3,298910.66
austin,8411 Ganttcrest Dr,78749,30.21114349,-97.8662796,1.98,2,True,True,True,False,False,Single Family,1994,395000,3,0,4,2,1,0,0,2,0,9408.0,1731,8.0,2.0,3,1,3,389020.1
austin,8203 Alcorn Cir,78748,30.17988586,-97.79437256,1.98,2,True,True,True,True,False,Single Family,1977,410000,2,0,5,2,0,0,0,0,0,7579.0,1546,3.333333333,3.0,4,2,3,255371.08
austin,6600 Debcoe Dr,78749,30.22485352,-97.87489319,1.98,2,True,True,True,False,False,Single Family,1997,289900,6,0,5,2,0,0,0,0,0,5662.0,2422,6.0,3.0,4,2,3,314249.3
austin,8205 Alcorn Cir,78748,30.17964172,-97.79442596,1.98,0,True,False,True,False,False,Single Family,1977,254900,6,0,0,1,0,0,0,0,0,8668.0,1034,3.333333333,2.0,3,1,3,227119.25
austin,7173 Ridge Oak Rd,78749,30.227005,-97.86761475,1.98,0,True,False,True,False,False,Single Family,1997,475000,4,0,4,1,1,1,0,1,0,8668.0,2153,6.0,2.0,3,1,3,389859.34
austin,6004 Whistlestop Cv,78749,30.22439194,-97.86634827,1.98,2,True,True,True,False,False,Single Family,1983,389000,3,0,3,3,1,0,0,0,0,9278.0,1803,6.0,3.0,4,2,3,300082.53
austin,8610 Soho Dr,78748,30.17759895,-97.80104065,1.98,0,True,False,True,False,False,Single Family,1982,239946,1,0,1,1,0,0,0,0,0,7013.0,1217,3.333333333,2.0,3,1,3,270639.62
austin,6621 Debcoe Dr,78749,30.22493935,-97.87559509,1.98,2,True,True,True,False,True,Single Family,1998,264990,6,0,7,3,0,0,0,0,0,6098.0,2278,6.0,3.0,3,2,3,341476.0
austin,8210 Alcorn Cir,78748,30.17966843,-97.79483032,1.98,2,True,True,True,False,False,Single Family,1977,360000,2,0,4,2,2,1,0,0,0,8755.0,1161,3.333333333,2.0,3,1,3,287940.16
austin,10703 Watchful Fox Dr,78748,30.15621376,-97.81551361,1.98,2,True,True,True,False,False,Single Family,1989,189997,6,0,5,2,0,1,0,0,0,3920.0,1847,3.333333333,3.0,4,2,3,248279.2
austin,7412 Mifflin Kenedy Ter,78749,30.22523117,-97.86855316,1.98,2,True,True,True,False,False,Single Family,1988,300000,6,0,4,2,0,0,0,0,0,10105.0,2522,6.0,3.0,3,2,3,362996.03
austin,9316 Hunter Ln,78748,30.16480064,-97.7990036,1.98,0,True,False,True,False,False,Single Family,2017,299990,3,0,4,0,0,0,0,0,0,4965.0,1789,3.333333333,3.0,3,1,3,308999.53
austin,7615 Hawkeye Dr,78749,30.22051048,-97.8637619,1.98,2,True,True,True,False,False,Single Family,1986,385000,4,0,2,2,0,0,0,0,0,6838.0,2389,6.0,3.0,4,2,3,337806.84
austin,10609 Carovilli Dr,78748,30.15881729,-97.81614685,1.98,0,True,False,True,False,False,Single Family,1987,239000,2,0,2,1,0,0,0,0,0,4617.0,1300,3.333333333,2.5,3,2,3,235648.06
